14,Bristol BSF,DEPARTMENT FOR EDUCATION (GROUP),Bristol,Schools (BSF),Bristol East,ENGLAND_South West,InOperation,2004-11-01,Data not provided,2006-07-01,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,10,14.3,14.5,14.6,14.8,14.9,15.1,15.3,15.5,15.7,15.9,16.1,16.3,16.5,16.7,16.9,17.1,17.3,17.6,17.8,18,18.3,18.6,18.8,19.1,19.4,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Investors in the Community,0.4,Skanska Infrastructure Develoment UK Limited,0.4,Amber Infrastructure,0.2,Bristol City Council,0,,0,,0,BRISTOL PFI LIMITED,5755001,"1 Gresham Street, LOndOn, England, EC2V 7BX"
15,Brighton & Hove Group Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Brighton and Hove,Schools (Non-BSF),More than one,ENGLAND_South East,InOperation,2000-08-14,Data not provided,2002-03-07,Data not provided,Data not provided,24,Data not provided,Data not provided,Data not provided,24.5,0,0,0,0,0,0,0,0,0,0,0,3.6,3.6,3.4,3.2,3.2,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.9,4,4,4.1,4.2,4.2,4.3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semperian PPP Investment Partners GP,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
16,Bristol Group Schools Project (Phase 1A),DEPARTMENT FOR EDUCATION (GROUP),Bristol,Schools (Non-BSF),More than one,ENGLAND_South West,InOperation,2002-09-11,Data not provided,2004-04-01,Data not provided,Data not provided,26,Data not provided,Data not provided,Data not provided,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9.9,9.7,9.6,9.4,9.3,9.1,9,8.9,8.8,8.7,8.6,8.6,8.5,8.4,8.4,8.4,8.3,8.3,8.3,8.3,8.3,8.4,8.4,8.4,8.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAM PFI Investments bv,1,,0,,0,,0,,0,,0,Bristol Schools Ltd,SC263396,"Kelvin House, Buchanan Gate Business Park, Stepps, Glasgow, G33 6FB"
17,Bradford BSF - Phase 1,DEPARTMENT FOR EDUCATION (GROUP),Bradford,Schools (BSF),More than one,ENGLAND_Yorkshire and the Humber,InOperation,2004-09-01,2005-09-01,2006-12-18,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,103.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,11.1,11.2,11.3,11.4,11.5,11.6,11.8,11.9,12,12.1,12.3,12.4,12.5,12.7,12.8,13,13.1,13.3,13.4,13.6,13.7,13.9,14.1,14.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amey Ventures,0.1,Costain,0.4,HSBC,0.3,Amber Infrastructure,0.2,Bradford Metropolitan District Council,0.01,,0,Data not supplied,Data not supplied,Data not supplied
18,LOndOn Borough of Tower Hamlets - Group Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Tower Hamlets,Schools (Non-BSF),More than one,ENGLAND_London,InOperation,1998-09-25,Data not provided,2002-06-28,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,91.7,0,0,0,0,0,0,0,0,0,0,4.5,7.2,9,9.9,11.7,12.1,12.3,12.4,12.6,12.8,13,13.1,13.3,13.5,13.6,13.8,14,14.1,14.3,14.5,14.6,14.8,15,15.1,15.3,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amber Infrastructure,1,,0,,0,,0,,0,,0,Tower Hamlets Schools Ltd,4404455,"""Two LOndOn Bridge, LOndOn SE1 9RA, United Kingdom"
19,Ellesmere Port & NestOn Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Cheshire West and Chester,Schools (Non-BSF),Ellesmere Port and Neston,ENGLAND_North West,InOperation,2001-01-01,Data not provided,2002-10-01,Data not provided,Data not provided,30,Data not provided,Data not provided,Data not provided,24.2,0,0,0,0,0,0,0,0,0,0,0,0.9,1.6,1.6,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2,2,2,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eric Wright Group,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
20,City of York Council - Four Schools Project,DEPARTMENT FOR EDUCATION (GROUP),York,Schools (Non-BSF),More than one,ENGLAND_Yorkshire and the Humber,InOperation,2003-01-01,Data not provided,2005-01-17,Data not provided,Data not provided,30,Data not provided,Data not provided,Data not provided,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sewell Group plc,0.5,Barclays Capital,0.5,,0,,0,,0,,0,Sewell education (York) Limited ,5111510,"Geneva Way, Leads Road, Hull HU7 0DG"
21,Cornwall County Council - Grouped Schools II PFI Project,DEPARTMENT FOR EDUCATION (GROUP),Cornwall,Schools (Non-BSF),More than one,ENGLAND_South West,InOperation,2002-09-02,Data not provided,2004-03-31,Data not provided,2005-03-28,25,Data not provided,Data not provided,Data not provided,48.6,0,0,0,0,0,0,0,0,0,0,0,0,2.9,4.3,5.9,9.3,8.2,8.3,8.4,8.5,8.3,8.1,8.2,8.3,8.4,8.5,8.6,8.8,8.9,9,9.1,9.3,9.4,9.5,9.7,9,9.2,9.3,9.4,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interserve PFI Holdings Limited,0.5,Halifax BaN/K of Scotland,0.5,,0,,0,,0,,0,Pyramid Schools (Cornwall) Limited,4988242,"Interserve House, Ruscombe Park, Twyford, Reading, Berks RG10 9JU"
23,CaludOn Castle School PFI Project,DEPARTMENT FOR EDUCATION (GROUP),Coventry,Schools (Non-BSF),Coventry North East,ENGLAND_West Midlands,InOperation,2002-10-25,Data not provided,2004-12-01,Data not provided,Data not provided,29,Data not provided,Data not provided,Data not provided,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.8,3.1,3.1,3.1,3.1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bilfinger Berger BOT Limited,1,,0,,0,,0,,0,,0,Coventry education Partnership,5188350,"3rd Floor, Braywick Gate, Braywick Road, Maidenhead, Berkshire.       SL16 1DA"
24,DarlingtOn Five Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Darlington,Schools (Non-BSF),Darlington,ENGLAND_North East,InOperation,2003-01-31,Data not provided,2004-03-30,Data not provided,Data not provided,26,Data not provided,Data not provided,Data not provided,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,4.7,4.8,4.8,4.7,4.7,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.9,4.9,5,5,5.1,5.2,5.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kajima Partnership Limited,0.5,Infrastructure Investments Holdings Ltd,0.5,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
25,Derby - Grouped Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Derby,Schools (Non-BSF),Derby South,ENGLAND_East Midlands,InOperation,2003-03-31,Data not provided,2004-12-01,Data not provided,2006-09-01,27,Data not provided,Data not provided,Data not provided,35.8,0,0,0,0,0,0,0,0,0,0,0,0,2,7.3,5.6,5.4,5.3,5.2,5.1,5,5.4,5.3,4.8,4.8,4.7,4.7,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VB Investments Ltd,1,,0,,0,,0,,0,,0,Derby School SolutiOns Ltd,5071716,"Astral House,Imperial Way,Watford,Hertfordshire,WD24 4WW"
26,Chapel-en-le-Frith and TuptOn Hall SecOndary Schools,DEPARTMENT FOR EDUCATION (GROUP),Derbyshire,Schools (Non-BSF),More than one,ENGLAND_East Midlands,InOperation,2000-05-26,Data not provided,2001-03-01,Data not provided,Data not provided,26,Data not provided,Data not provided,Data not provided,29,0,0,0,0,0,0,0,0,0,0,0,3.6,4.1,4.1,4.2,4.2,4.3,4.3,4.3,4.4,4.8,4.9,4.5,4.6,4.6,4.6,4.7,4.7,4.8,4.8,4.8,4.9,4.9,5,5,5.1,5.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Axa IM,1,,0,,0,,0,,0,,0,Derbyshire Schools Ltd,Data not supplied,"Two LOndOn Bridge, LOndOn SE1 9RA, United Kingdom "
27,Derbyshire County Council - RecOnfiguratiOn of LOng EatOn & Newbold Schools,DEPARTMENT FOR EDUCATION (GROUP),Derbyshire,Schools (Non-BSF),More than one,ENGLAND_East Midlands,InOperation,2000-05-26,Data not provided,2004-08-06,Data not provided,Data not provided,26,Data not provided,Data not provided,Data not provided,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4.5,4.5,4.5,4.6,4.6,4.7,4.6,5.1,4.9,4.9,5,5,5.1,5.1,5.1,5.2,5.2,5.3,5.3,5.4,5.4,5.5,5.5,5.6,5.6,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sumitomo Mitsui BaN/King CorporatiOn Europe Limited ,1,,0,,0,,0,,0,,0,Derbyshire Schools Phase Two Ltd,6745576,"Two LOndOn Bridge, LOndOn SE1 9RA, United Kingdom "
28,DevOn County Council - Exeter Group Schools PFI Project,DEPARTMENT FOR EDUCATION (GROUP),Devon,Schools (Non-BSF),Exeter,ENGLAND_South West,InOperation,2002-09-11,Data not provided,2004-03-26,Data not provided,Data not provided,28,Data not provided,Data not provided,Data not provided,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,10.3,12.9,12.9,12.8,13,12.9,12.8,12.9,12.8,12.7,12.8,12.7,12.6,12.7,12.6,12.5,12.4,12.3,12.2,12.3,12.1,11.9,11.7,11.9,11.9,11.5,11.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innisfree,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
29,DOncaster Schools PFI Project - EdlingtOn and Mexborough,DEPARTMENT FOR EDUCATION (GROUP),Doncaster,Schools (Non-BSF),More than one,ENGLAND_Yorkshire and the Humber,InOperation,2005-09-27,Data not provided,2007-05-01,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,5.7,5.8,5.9,5.9,6,6.1,6.1,6.2,6.3,6.3,6.4,6.5,6.6,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vinci Investments,0.5,Data not provided,Data not provided,,0,,0,,0,,0,DOncaster School SolutiOns,6011444,"Astral House, Imperial Way, Watford, Hertfordshire, WD24 4WW"
30,Sir John Colfox County SecOndary School,DEPARTMENT FOR EDUCATION (GROUP),Dorset,Schools (Non-BSF),West Dorset,ENGLAND_South West,InOperation,1996-07-01,Data not provided,1997-11-18,Data not provided,Data not provided,30,Data not provided,Data not provided,Data not provided,13.9,0,0,0,0,0,0,0,1.5,2.2,2.3,2.3,2.4,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.9,2.9,3,3,3.1,3.1,3.2,3.2,3.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JohnsOn Workplace Management Group,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
32,ParagOn Project,DEPARTMENT FOR EDUCATION (GROUP),Dudley,Schools (Non-BSF),More than one,ENGLAND_West Midlands,InOperation,2000-10-06,Data not provided,2002-01-30,Data not provided,Data not provided,27,Data not provided,Data not provided,Data not provided,18,0,0,0,0,0,0,0,0,0,0,0,1.7,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3,3,3.1,3.1,3.2,3.3,3.3,3.4,3.5,3.6,3.6,3.7,3.8,3.9,3.9,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barclays Private Equity,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
33,BridlingtOn Group Schools Project,DEPARTMENT FOR EDUCATION (GROUP),East Riding of Yorkshire,Schools (Non-BSF),Harrow East,ENGLAND_Yorkshire and the Humber,InOperation,1999-01-01,Data not provided,2000-12-20,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,26,0,0,0,0,0,0,0,0,0,0,0,3.4,3.9,3.9,4.2,4.1,4.6,4.4,4.5,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semperian PPP Investment Partners GP,1,,0,,0,,0,,0,,0,BridlingtOn Schools Services Limited,4000833,"Third Floor, Broad Quay House, prince Street, Bristol BS1 4DJ"
34,Calderdale Five Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Calderdale,Schools (Non-BSF),More than one,ENGLAND_East,InOperation,2001-08-31,Data not provided,2003-07-02,Data not provided,Data not provided,27,Data not provided,Data not provided,Data not provided,53.9,0,0,0,0,0,0,0,0,0,0,0,0,1.7,6.3,7.2,6.9,6.9,6.9,7,7,7.1,7.1,7.2,7.2,7.3,7.3,7.4,7.4,7.5,7.6,7.6,7.7,7.7,7.8,7.9,7.9,8,8.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PFI Holdings Partners LP,0.5,BOUYGUES (U.K.) LIMITED,0.1,ECOVERT FM LIMITED,0.1,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
35,Essex County Council - ClactOn-On-Sea SecOndary Schools & Joint Service Centres PFI,DEPARTMENT FOR EDUCATION (GROUP),Essex,Schools (Non-BSF),Gravesham,ENGLAND_East,InOperation,2002-01-01,Data not provided,2003-11-01,Data not provided,2005-03-20,32,Data not provided,Data not provided,Data not provided,30.5,0,0,0,0,0,0,0,0,0,0,0,0.7,2,5,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.6,5.6,5.6,5.6,5.7,5.7,5.7,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9,6,6.1,6.2,6.3,6.4,6.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innisfree PFI Fund III,80,Wates Group ,0.2,,0,,0,,0,,0,QED (ClactOn) Ltd,4764331,"8 White Oak Square, LOndOn Rd, Swanley BR8 7AG"
36,Debden Park High School,DEPARTMENT FOR EDUCATION (GROUP),Essex,Schools (Non-BSF),Data not provided,ENGLAND_East,InOperation,1997-11-10,Data not provided,2000-03-31,Data not provided,2001-08-14,25,Data not provided,Data not provided,Data not provided,17.5,0,0,0,0,0,0,0,0,0,1.1,1.9,1.9,2,2.1,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.7,2.8,2.9,3,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.9,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semperian PPP Investment Partners GP,100,,0,,0,,0,,0,,0,Debden Schools Services Ltd,3924110,"3rd Floor, Broad Quay House, Prince Street, Bristol BS1 4DJ"
37,Gateshead Schools PFI,DEPARTMENT FOR EDUCATION (GROUP),Gateshead,Schools (Non-BSF),Data not provided,ENGLAND_North East,InOperation,2004-05-07,Data not provided,2006-02-23,Data not provided,2007-04-13,25,Data not provided,Data not provided,Data not provided,64.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6.9,7.4,7.5,7.5,7.6,7.7,7.7,7.8,7.9,7.9,8,8.1,8.1,8.2,8.3,8.4,8.5,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sir Robert McAlpine,1,,0,,0,,0,,0,,0,Pinnacle Schools Gateshead,5430208,"EatOn Court, Maylands Avenue, Hemel Hempstead, Herts HP2 7TR"
38,Haringey Group Schools Projects,DEPARTMENT FOR EDUCATION (GROUP),Haringey,Schools (Non-BSF),More than one,ENGLAND_London,InOperation,1998-09-10,Data not provided,2000-10-02,Data not provided,Data not provided,22,Data not provided,Data not provided,Data not provided,40,0,0,0,0,0,0,0,0,3.8,4,5.4,9.7,10.2,10.6,10.9,11.1,11.4,11.7,12,12.3,12.6,12.9,13.2,13.6,13.9,14.3,14.6,15,15.4,15.7,16.1,16.5,16.9,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Semperian PPP Investment Partners GP,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
39,Harrow Special Schools Project,DEPARTMENT FOR EDUCATION (GROUP),Harrow,Schools (Non-BSF),Harrow East,ENGLAND_London,InOperation,2002-02-01,Data not provided,2003-09-02,Data not provided,Data not provided,30,Data not provided,Data not provided,Data not provided,70.1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5,1.5,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.7,2.8,2.8,2.9,2.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIF Infrastructure II UK Limited,1,,0,,0,,0,,0,,0,Data not supplied,Data not supplied,Data not supplied
40,Whitecross High School,DEPARTMENT FOR EDUCATION (GROUP),Herefordshire,Schools (Non-BSF),Lancaster and Fleetwood,ENGLAND_West Midlands,InOperation,2002-10-01,Data not provided,2005-01-01,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.9,2.9,2.9,3,3,3,3.1,3.1,3.1,3.2,3.2,3.3,3.3,3.3,3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stepnell Limited,0.1,Barclays Private Equity,0.9,,0,,0,,0,,0,Whitecross@stepnell Limited,5149681,"Stepnell House, Lawford Road, Rugby, Warwickshire. CV21 2UU"
